category,sub_category,sku,parentSku,bulk,variant_name,displayName,grossWeight,netWeight,itemQty,,mongodb_displayName,isCorrect_displayName,mongodb_parentSku,isCorrect_parentSku,mongodb_variant_name,isCorrect_variant_name,mongodb_grossWeight,isCorrect_grossWeight,mongodb_netWeight,isCorrect_netWeight,mongodb_itemQty,isCorrect_itemQty,mongodb_category,isCorrect_category,mongodb_sub_category,isCorrect_sub_category,mongodb_bulk,isCorrect_bulk,mismatch_fields,,parentSku,mongodb_parentSku,isCorrect_parentSku
Fertilizer,Bio Fertilizer,K-77,K-77,BK-652,1 Ltr x 1,Katyayani Azospirillum spp 1 Ltr x 1,1.1,1,1,,Azospirillum spp 1 Ltr x 1,false,K-77,true,1 Ltr x 1,true,1.1,true,1,true,1,true,Fertilizer,true,Bio Fertilizer,true,BK-652,true,displayName,,K-77,K-77,true
Fertilizer,Bio Fertilizer,K-78,K-77,BK-652,1 Ltr x 3,Katyayani Azospirillum spp 1 Ltr x 3,3.3,3,3,,Azospirillum spp 1 Ltr x 3,false,K-77,true,1 Ltr x 3,true,3.3,true,3,true,3,true,Fertilizer,true,Bio Fertilizer,true,BK-652,true,displayName,,K-77,K-77,true
Fertilizer,Bio Fertilizer,K-79,K-77,BK-652,1 Ltr x 5,Katyayani Azospirillum spp 1 Ltr x 5,5.5,5,5,,Azospirillum spp 1 Ltr x 5,false,K-77,true,1 Ltr x 5,true,5.5,true,5,true,5,true,Fertilizer,true,Bio Fertilizer,true,BK-652,true,displayName,,K-77,K-77,true
Fertilizer,Bio Fertilizer,K-80,K-77,BK-652,1 Ltr x 10,Katyayani Azospirillum spp 1 Ltr x 10,11,10,10,,Azospirillum spp 1 Ltr x 10,false,K-77,true,1 Ltr x 10,true,11,true,10,true,10,true,Fertilizer,true,Bio Fertilizer,true,BK-652,true,displayName,,K-77,K-77,true
Fertilizer,Bio Fertilizer,K-5895,K-5895,BK-652,25Ltr x 1,Katyayani Azospirillum spp 25Ltr x 1,27.5,25,1,,Azospirillum spp 25Ltr x 1,false,K-5895,true,25Ltr x 1,true,27.5,true,25,true,1,true,Fertilizer,true,Bio Fertilizer,true,BK-652,true,displayName,,K-5895,K-5895,true
Fertilizer,Bio Fertilizer,K-81,K-81,BK-911,1 Ltr x 1,Katyayani Acetobacter spp 1 Ltr x 1,1.1,1,1,,Acetobacter spp 1 Ltr x 1,false,K-81,true,1 Ltr x 1,true,1.1,true,1,true,1,true,Fertilizer,true,Bio Fertilizer,true,BK-911,true,displayName,,K-81,K-81,true
Fertilizer,Bio Fertilizer,K-82,K-81,BK-911,1 Ltr x 3,Katyayani Acetobacter spp 1 Ltr x 3,3.3,3,3,,Acetobacter spp 1 Ltr x 3,false,K-81,true,1 Ltr x 3,true,3.3,true,3,true,3,true,Fertilizer,true,Bio Fertilizer,true,BK-911,true,displayName,,K-81,K-81,true
Fertilizer,Bio Fertilizer,K-83,K-81,BK-911,1 Ltr x 5,Katyayani Acetobacter spp 1 Ltr x 5,5.5,5,5,,Acetobacter spp 1 Ltr x 5,false,K-81,true,1 Ltr x 5,true,5.5,true,5,true,5,true,Fertilizer,true,Bio Fertilizer,true,BK-911,true,displayName,,K-81,K-81,true
Fertilizer,Bio Fertilizer,K-84,K-81,BK-911,1 Ltr x 10,Katyayani Acetobacter spp 1 Ltr x 10,11,10,10,,Acetobacter spp 1 Ltr x 10,false,K-81,true,1 Ltr x 10,true,11,true,10,true,10,true,Fertilizer,true,Bio Fertilizer,true,BK-911,true,displayName,,K-81,K-81,true
Fertilizer,Bio Fertilizer,K-5991,K-5991,BK-911,25ltr x 1,Katyayani Acetobacter spp 25ltr x 1,27.5,25,1,,Acetobacter spp 25ltr x 1,false,K-5991,true,25ltr x 1,true,27.5,true,25,true,1,true,Fertilizer,true,Bio Fertilizer,true,BK-911,true,displayName,,K-5991,K-5991,true
Fertilizer,Bio Fertilizer,K-7198,K-7198,BK-790,500 ml x 1,Katyayani Phosphate Solubilizing Bacteria 500 ml x 1,0.55,0.5,1,,Phosphate Solubilizing Bacteria 500 ml x 1,false,K-7198,true,500 ml x 1,true,0.55,true,0.5,true,1,true,Fertilizer,true,Bio Fertilizer,true,BK-790,true,displayName,,K-7198,K-7198,true
Fertilizer,Bio Fertilizer,K-85,K-85,BK-790,1 Ltr x 1,Katyayani Phosphate Solubilizing Bacteria 1 Ltr x 1,1.1,1,1,,Phosphate Solubilizing Bacteria 1 Ltr x 1,false,K-85,true,1 Ltr x 1,true,1.1,true,1,true,1,true,Fertilizer,true,Bio Fertilizer,true,BK-790,true,displayName,,K-85,K-85,true
Fertilizer,Bio Fertilizer,K-86,K-85,BK-790,1 Ltr x 3,Katyayani Phosphate Solubilizing Bacteria 1 Ltr x 3,3.3,3,3,,Phosphate Solubilizing Bacteria 1 Ltr x 3,false,K-85,true,1 Ltr x 3,true,3.3,true,3,true,3,true,Fertilizer,true,Bio Fertilizer,true,BK-790,true,displayName,,K-85,K-85,true
Fertilizer,Bio Fertilizer,K-87,K-85,BK-790,1 Ltr x 5,Katyayani Phosphate Solubilizing Bacteria 1 Ltr x 5,5.5,5,5,,Phosphate Solubilizing Bacteria 1 Ltr x 5,false,K-85,true,1 Ltr x 5,true,5.5,true,5,true,5,true,Fertilizer,true,Bio Fertilizer,true,BK-790,true,displayName,,K-85,K-85,true
Fertilizer,Bio Fertilizer,K-6991,K-6991,BK-790,5 Ltr x 1,Katyayani Phosphate Solubilizing Bacteria 5 Ltr x 1,5.5,5,1,,Phosphate Solubilizing Bacteria 5 Ltr x 1,false,K-6991,true,5 Ltr x 1,true,5.5,true,5,true,1,true,Fertilizer,true,Bio Fertilizer,true,BK-790,true,displayName,,K-6991,K-6991,true
Fertilizer,Bio Fertilizer,K-88,K-85,BK-790,1 Ltr x 10,Katyayani Phosphate Solubilizing Bacteria 1 Ltr x 10,11,10,10,,Phosphate Solubilizing Bacteria 1 Ltr x 10,false,K-85,true,1 Ltr x 10,true,11,true,10,true,10,true,Fertilizer,true,Bio Fertilizer,true,BK-790,true,displayName,,K-85,K-85,true
Fertilizer,Bio Fertilizer,K-6711,K-6711,BK-790,25ltr x 1,Katyayani Phosphate Solubilizing Bacteria 25ltr x 1,27.5,25,1,,Phosphate Solubilizing Bacteria 25ltr x 1,false,K-6711,true,25ltr x 1,true,27.5,true,25,true,1,true,Fertilizer,true,Bio Fertilizer,true,BK-790,true,displayName,,K-6711,K-6711,true
Fertilizer,Bio Fertilizer,K-89,K-89,BK-918,1 Ltr x 1,Katyayani Potash Mobilizing Bacteria 1 Ltr x 1,1.1,1,1,,Potash Mobilizing Bacteria 1 Ltr x 1,false,K-89,true,1 Ltr x 1,true,1.1,true,1,true,1,true,Fertilizer,true,Bio Fertilizer,true,BK-918,true,displayName,,K-89,K-89,true
Fertilizer,Bio Fertilizer,K-90,K-89,BK-918,1 Ltr x 3,Katyayani Potash Mobilizing Bacteria 1 Ltr x 3,3.3,3,3,,Potash Mobilizing Bacteria 1 Ltr x 3,false,K-89,true,1 Ltr x 3,true,3.3,true,3,true,3,true,Fertilizer,true,Bio Fertilizer,true,BK-918,true,displayName,,K-89,K-89,true
Fertilizer,Bio Fertilizer,K-91,K-89,BK-918,1 Ltr x 5,Katyayani Potash Mobilizing Bacteria 1 Ltr x 5,5.5,5,5,,Potash Mobilizing Bacteria 1 Ltr x 5,false,K-89,true,1 Ltr x 5,true,5.5,true,5,true,5,true,Fertilizer,true,Bio Fertilizer,true,BK-918,true,displayName,,K-89,K-89,true
Fertilizer,Bio Fertilizer,K-92,K-89,BK-918,1 Ltr x 10,Katyayani Potash Mobilizing Bacteria 1 Ltr x 10,11,10,10,,Potash Mobilizing Bacteria 1 Ltr x 10,false,K-89,true,1 Ltr x 10,true,11,true,10,true,10,true,Fertilizer,true,Bio Fertilizer,true,BK-918,true,displayName,,K-89,K-89,true
Fertilizer,Bio Fertilizer,K-5827,K-5827,BK-918,50 ltr x 1,Katyayani Potash Mobilizing Bacteria 50 ltr x 1,55,50,1,,Potash Mobilizing Bacteria 50 ltr x 1,false,K-5827,true,50 ltr x 1,true,55,true,50,true,1,true,Fertilizer,true,Bio Fertilizer,true,BK-918,true,displayName,,K-5827,K-5827,true
Fertilizer,Bio Fertilizer,K-6712,K-6712,BK-918,25ltr x 1,Katyayani Potash Mobilizing Bacteria 25ltr x 1,27.5,25,1,,Potash Mobilizing Bacteria 25ltr x 1,false,K-6712,true,25ltr x 1,true,27.5,true,25,true,1,true,Fertilizer,true,Bio Fertilizer,true,BK-918,true,displayName,,K-6712,K-6712,true
Fertilizer,Bio Fertilizer,K-93,K-93,BK-998,1 Ltr x 1,Katyayani Zinc Solubiilizing Bacteria 1 Ltr x 1,1.1,1,1,,Zinc Solubiilizing Bacteria 1 Ltr x 1,false,K-93,true,1 Ltr x 1,true,1.1,true,1,true,1,true,Fertilizer,true,Bio Fertilizer,true,BK-998,true,displayName,,K-93,K-93,true
Fertilizer,Bio Fertilizer,K-6900,K-93,BK-998,1 Ltr x 2,Katyayani Zinc Solubiilizing Bacteria 1 Ltr x 2,2.2,2,2,,Zinc Solubiilizing Bacteria 1 Ltr x 2,false,K-93,true,1 Ltr x 2,true,2.2,true,2,true,2,true,Fertilizer,true,Bio Fertilizer,true,BK-998,true,displayName,,K-93,K-93,true
Fertilizer,Bio Fertilizer,K-94,K-93,BK-998,1 Ltr x 3,Katyayani Zinc Solubiilizing Bacteria 1 Ltr x 3,3.3,3,3,,Zinc Solubiilizing Bacteria 1 Ltr x 3,false,K-93,true,1 Ltr x 3,true,3.3,true,3,true,3,true,Fertilizer,true,Bio Fertilizer,true,BK-998,true,displayName,,K-93,K-93,true
Fertilizer,Bio Fertilizer,K-95,K-93,BK-998,1 Ltr x 5,Katyayani Zinc Solubiilizing Bacteria 1 Ltr x 5,5.5,5,5,,Zinc Solubiilizing Bacteria 1 Ltr x 5,false,K-93,true,1 Ltr x 5,true,5.5,true,5,true,5,true,Fertilizer,true,Bio Fertilizer,true,BK-998,true,displayName,,K-93,K-93,true
Fertilizer,Bio Fertilizer,K-96,K-93,BK-998,1 Ltr x 10,Katyayani Zinc Solubiilizing Bacteria 1 Ltr x 10,11,10,10,,Zinc Solubiilizing Bacteria 1 Ltr x 10,false,K-93,true,1 Ltr x 10,true,11,true,10,true,10,true,Fertilizer,true,Bio Fertilizer,true,BK-998,true,displayName,,K-93,K-93,true
Fertilizer,Bio Fertilizer,K-6716,K-6716,BK-998,25ltr x 1,Katyayani Zinc Solubiilizing Bacteria 25ltr x 1,27.5,25,1,,Zinc Solubiilizing Bacteria 25ltr x 1,false,K-6716,true,25ltr x 1,true,27.5,true,25,true,1,true,Fertilizer,true,Bio Fertilizer,true,BK-998,true,displayName,,K-6716,K-6716,true
Fertilizer,Bio Fertilizer,K-97,K-97,BK-902,1 Ltr x 1,Katyayani Sulphur & Iron Bacteria 1 Ltr x 1,1.1,1,1,,Sulphur & Iron Bacteria 1 Ltr x 1,false,K-97,true,1 Ltr x 1,true,1.1,true,1,true,1,true,Fertilizer,true,Bio Fertilizer,true,BK-902,true,displayName,,K-97,K-97,true
Fertilizer,Bio Fertilizer,K-6901,K-97,BK-902,1 Ltr x 2,Katyayani Sulphur & Iron Bacteria 1 Ltr x 2,2.2,2,2,,Sulphur & Iron Bacteria 1 Ltr x 2,false,K-97,true,1 Ltr x 2,true,2.2,true,2,true,2,true,Fertilizer,true,Bio Fertilizer,true,BK-902,true,displayName,,K-97,K-97,true
Fertilizer,Bio Fertilizer,K-98,K-97,BK-902,1 Ltr x 3,Katyayani Sulphur & Iron Bacteria 1 Ltr x 3,3.3,3,3,,Sulphur & Iron Bacteria 1 Ltr x 3,false,K-97,true,1 Ltr x 3,true,3.3,true,3,true,3,true,Fertilizer,true,Bio Fertilizer,true,BK-902,true,displayName,,K-97,K-97,true
Fertilizer,Bio Fertilizer,K-99,K-97,BK-902,1 Ltr x 5,Katyayani Sulphur & Iron Bacteria 1 Ltr x 5,5.5,5,5,,Sulphur & Iron Bacteria 1 Ltr x 5,false,K-97,true,1 Ltr x 5,true,5.5,true,5,true,5,true,Fertilizer,true,Bio Fertilizer,true,BK-902,true,displayName,,K-97,K-97,true
Fertilizer,Bio Fertilizer,K-100,K-97,BK-902,1 Ltr x 10,Katyayani Sulphur & Iron Bacteria 1 Ltr x 10,11,10,10,,Sulphur & Iron Bacteria 1 Ltr x 10,false,K-97,true,1 Ltr x 10,true,11,true,10,true,10,true,Fertilizer,true,Bio Fertilizer,true,BK-902,true,displayName,,K-97,K-97,true
Fertilizer,Bio Fertilizer,K-6715,K-6715,BK-902,25ltr x 1,Katyayani Sulphur & Iron Bacteria 25ltr x 1,27.5,25,1,,Sulphur & Iron Bacteria 25ltr x 1,false,K-6715,true,25ltr x 1,true,27.5,true,25,true,1,true,Fertilizer,true,Bio Fertilizer,true,BK-902,true,displayName,,K-6715,K-6715,true
Fertilizer,Bio Fertilizer,K-5830,K-5830,BK-903,100ml x 1,Katyayani compost activator 100ml x 1,0.11,0.1,1,,compost activator 100ml x 1,false,K-5830,true,100ml x 1,true,0.11,true,0.1,true,1,true,Fertilizer,true,Bio Fertilizer,true,BK-903,true,displayName,,K-5830,K-5830,true
Fertilizer,Bio Fertilizer,K-101,K-101,BK-903,1 Ltr x 1,Katyayani compost activator 1 Ltr x 1,1.1,1,1,,compost activator 1 Ltr x 1,false,K-101,true,1 Ltr x 1,true,1.1,true,1,true,1,true,Fertilizer,true,Bio Fertilizer,true,BK-903,true,displayName,,K-101,K-101,true
Fertilizer,Bio Fertilizer,K-102,K-101,BK-903,1 Ltr x 3,Katyayani compost activator 1 Ltr x 3,3.3,3,3,,compost activator 1 Ltr x 3,false,K-101,true,1 Ltr x 3,true,3.3,true,3,true,3,true,Fertilizer,true,Bio Fertilizer,true,BK-903,true,displayName,,K-101,K-101,true
Fertilizer,Bio Fertilizer,K-103,K-101,BK-903,1 Ltr x 5,Katyayani compost activator 1 Ltr x 5,5.5,5,5,,compost activator 1 Ltr x 5,false,K-101,true,1 Ltr x 5,true,5.5,true,5,true,5,true,Fertilizer,true,Bio Fertilizer,true,BK-903,true,displayName,,K-101,K-101,true
Fertilizer,Bio Fertilizer,K-104,K-101,BK-903,1 Ltr x 10,Katyayani compost activator 1 Ltr x 10,11,10,10,,compost activator 1 Ltr x 10,false,K-101,true,1 Ltr x 10,true,11,true,10,true,10,true,Fertilizer,true,Bio Fertilizer,true,BK-903,true,displayName,,K-101,K-101,true
Fertilizer,Bio Fertilizer,K-6739,K-6739,BK-903,25 Ltr x 1,Katyayani compost activator 25 Ltr x 1,27.5,25,1,,compost activator 25 Ltr x 1,false,K-6739,true,25 Ltr x 1,true,27.5,true,25,true,1,true,Fertilizer,true,Bio Fertilizer,true,BK-903,true,displayName,,K-6739,K-6739,true
Fertilizer,Bio Fertilizer,K-6908,K-6908,BK-860,100ml x 1,Katyayani Liquid Consortia - Bio NPK 100ml x 1,0.11,0.1,1,,Liquid Consortia - Bio NPK 100ml x 1,false,K-6908,true,100ml x 1,true,0.11,true,0.1,true,1,true,Fertilizer,true,Bio Fertilizer,true,BK-860,true,displayName,,K-6908,K-6908,true
Fertilizer,Bio Fertilizer,K-105,K-105,BK-860,1 Ltr x 1,Katyayani Liquid Consortia - Bio NPK 1 Ltr x 1,1.1,1,1,,Liquid Consortia - Bio NPK 1 Ltr x 1,false,K-105,true,1 Ltr x 1,true,1.1,true,1,true,1,true,Fertilizer,true,Bio Fertilizer,true,BK-860,true,displayName,,K-105,K-105,true
Fertilizer,Bio Fertilizer,K-6895,K-105,BK-860,1 Ltr x 2,Katyayani Liquid Consortia - Bio NPK 1 Ltr x 2,2.2,2,2,,Liquid Consortia - Bio NPK 1 Ltr x 2,false,K-105,true,1 Ltr x 2,true,2.2,true,2,true,2,true,Fertilizer,true,Bio Fertilizer,true,BK-860,true,displayName,,K-105,K-105,true
Fertilizer,Bio Fertilizer,K-106,K-105,BK-860,1 Ltr x 3,Katyayani Liquid Consortia - Bio NPK 1 Ltr x 3,3.3,3,3,,Liquid Consortia - Bio NPK 1 Ltr x 3,false,K-105,true,1 Ltr x 3,true,3.3,true,3,true,3,true,Fertilizer,true,Bio Fertilizer,true,BK-860,true,displayName,,K-105,K-105,true
Fertilizer,Bio Fertilizer,K-107,K-105,BK-860,1 Ltr x 5,Katyayani Liquid Consortia - Bio NPK 1 Ltr x 5,5.5,5,5,,Liquid Consortia - Bio NPK 1 Ltr x 5,false,K-105,true,1 Ltr x 5,true,5.5,true,5,true,5,true,Fertilizer,true,Bio Fertilizer,true,BK-860,true,displayName,,K-105,K-105,true
Fertilizer,Bio Fertilizer,K-108,K-105,BK-860,1 Ltr x 10,Katyayani Liquid Consortia - Bio NPK 1 Ltr x 10,11,10,10,,Liquid Consortia - Bio NPK 1 Ltr x 10,false,K-105,true,1 Ltr x 10,true,11,true,10,true,10,true,Fertilizer,true,Bio Fertilizer,true,BK-860,true,displayName,,K-105,K-105,true
Fertilizer,Bio Fertilizer,K-6246,K-6246,BK-860,20 ltr x 1,Katyayani Liquid Consortia - Bio NPK 20 ltr x 1,22,20,1,,Liquid Consortia - Bio NPK 20 ltr x 1,false,K-6246,true,20 ltr x 1,true,22,true,20,true,1,true,Fertilizer,true,Bio Fertilizer,true,BK-860,true,displayName,,K-6246,K-6246,true
Fertilizer,Bio Fertilizer,K-7376,K-7376,BK-860,5 Ltr x 1,Katyayani Liquid Consortia - Bio NPK 5 Ltr x 1,5.5,5,1,,Liquid Consortia - Bio NPK 5 Ltr x 1,false,K-7376,true,5 Ltr x 1,true,5.5,true,5,true,1,true,Fertilizer,true,Bio Fertilizer,true,BK-860,true,displayName,,K-7376,K-7376,true
Fertilizer,Bio Fertilizer,K-6713,K-6713,BK-860,25ltr x 1,Katyayani Liquid Consortia - Bio NPK 25ltr x 1,27.5,25,1,,Liquid Consortia - Bio NPK 25ltr x 1,false,K-6713,true,25ltr x 1,true,27.5,true,25,true,1,true,Fertilizer,true,Bio Fertilizer,true,BK-860,true,displayName,,K-6713,K-6713,true
Fertilizer,Bio Fertilizer,K-109,K-109,BK-863,1 Ltr x 1,Katyayani VAM (Vesicular Arbuscular Mycorrhiza) 1 Ltr x 1,1.1,1,1,,VAM (Vesicular Arbuscular Mycorrhiza) 1 Ltr x 1,false,K-109,true,1 Ltr x 1,true,1.1,true,1,true,1,true,Fertilizer,true,Bio Fertilizer,true,BK-863,true,displayName,,K-109,K-109,true
Fertilizer,Bio Fertilizer,K-110,K-109,BK-863,1 Ltr x 3,Katyayani VAM (Vesicular Arbuscular Mycorrhiza) 1 Ltr x 3,3.3,3,3,,VAM (Vesicular Arbuscular Mycorrhiza) 1 Ltr x 3,false,K-109,true,1 Ltr x 3,true,3.3,true,3,true,3,true,Fertilizer,true,Bio Fertilizer,true,BK-863,true,displayName,,K-109,K-109,true
Fertilizer,Bio Fertilizer,K-111,K-109,BK-863,1 Ltr x 5,Katyayani VAM (Vesicular Arbuscular Mycorrhiza) 1 Ltr x 5,5.5,5,5,,VAM (Vesicular Arbuscular Mycorrhiza) 1 Ltr x 5,false,K-109,true,1 Ltr x 5,true,5.5,true,5,true,5,true,Fertilizer,true,Bio Fertilizer,true,BK-863,true,displayName,,K-109,K-109,true
Fertilizer,Bio Fertilizer,K-6990,K-6990,BK-863,5 Ltr x 1,Katyayani VAM (Vesicular Arbuscular Mycorrhiza) 5 Ltr x 1,5.5,5,1,,VAM (Vesicular Arbuscular Mycorrhiza) 5 Ltr x 1,false,K-6990,true,5 Ltr x 1,true,5.5,true,5,true,1,true,Fertilizer,true,Bio Fertilizer,true,BK-863,true,displayName,,K-6990,K-6990,true
Fertilizer,Bio Fertilizer,K-112,K-109,BK-863,1 Ltr x 10,Katyayani VAM (Vesicular Arbuscular Mycorrhiza) 1 Ltr x 10,11,10,10,,VAM (Vesicular Arbuscular Mycorrhiza) 1 Ltr x 10,false,K-109,true,1 Ltr x 10,true,11,true,10,true,10,true,Fertilizer,true,Bio Fertilizer,true,BK-863,true,displayName,,K-109,K-109,true
Fertilizer,Bio Fertilizer,K-5829,K-5829,BK-863,100ml x 1,Katyayani VAM (Vesicular Arbuscular Mycorrhiza) 100ml x 1,0.11,0.1,1,,VAM (Vesicular Arbuscular Mycorrhiza) 100ml x 1,false,K-5829,true,100ml x 1,true,0.11,true,0.1,true,1,true,Fertilizer,true,Bio Fertilizer,true,BK-863,true,displayName,,K-5829,K-5829,true
Fertilizer,Bio Fertilizer,K-6369,K-6369,BK-863,25 ltr x 1,Katyayani VAM (Vesicular Arbuscular Mycorrhiza) 25 ltr x 1,27.5,25,1,,VAM (Vesicular Arbuscular Mycorrhiza) 25 ltr x 1,false,K-6369,true,25 ltr x 1,true,27.5,true,25,true,1,true,Fertilizer,true,Bio Fertilizer,true,BK-863,true,displayName,,K-6369,K-6369,true
Fertilizer,Bio Fertilizer,K-5370,K-5370,BK-863,1kg x 1,Katyayani VAM (Vesicular Arbuscular Mycorrhiza) 1kg x 1,1.1,1,1,,VAM (Vesicular Arbuscular Mycorrhiza) 1kg x 1,false,K-5370,true,1kg x 1,true,1.1,true,1,true,1,true,Fertilizer,true,Bio Fertilizer,true,BK-863,true,displayName,,K-5370,K-5370,true
Fertilizer,Bio Fertilizer,K-980,K-980,BK-09,470gm x 1,Katyayani MYCORRHIZA 470gm x 1,0.517,0.47,1,,MYCORRHIZA 470gm x 1,false,K-980,true,470gm x 1,true,0.517,true,0.47,true,1,true,Fertilizer,true,Bio Fertilizer,true,BK-09,true,displayName,,K-980,K-980,true
Fertilizer,Bio Fertilizer,K-981,K-981,BK-09,900gm x 1,Katyayani MYCORRHIZA 900gm x 1,0.99,0.9,1,,MYCORRHIZA 900gm x 1,false,K-981,true,900gm x 1,true,0.99,true,0.9,true,1,true,Fertilizer,true,Bio Fertilizer,true,BK-09,true,displayName,,K-981,K-981,true
Fertilizer,Bio Fertilizer,K-5325,K-5325,BK-09,1kg x 1,Katyayani MYCORRHIZA 1kg x 1,1.1,1,1,,MYCORRHIZA 1kg x 1,false,K-5325,true,1kg x 1,true,1.1,true,1,true,1,true,Fertilizer,true,Bio Fertilizer,true,BK-09,true,displayName,,K-5325,K-5325,true
Fertilizer,Bio Fertilizer,K-1166,K-1166,BK-09,970gm x 1,Katyayani MYCORRHIZA 970gm x 1,1.067,0.97,1,,MYCORRHIZA 970gm x 1,false,K-1166,true,970gm x 1,true,1.067,true,0.97,true,1,true,Fertilizer,true,Bio Fertilizer,true,BK-09,true,displayName,,K-1166,K-1166,true
Fertilizer,Bio Fertilizer,K-5284,K-5325,BK-09,1kg x 5,Katyayani MYCORRHIZA 1kg x 5,5.5,5,5,,MYCORRHIZA 1kg x 5,false,K-5325,true,1kg x 5,true,5.5,true,5,true,5,true,Fertilizer,true,Bio Fertilizer,true,BK-09,true,displayName,,K-5325,K-5325,true
Fertilizer,Bio Fertilizer,K-5401,K-5401,BK-493,1Ltr x 1,Katyayani BACSIL SILICA SOLUBIZING BACTERIA 1Ltr x 1,1.1,1,1,,BACSIL SILICA SOLUBIZING BACTERIA 1Ltr x 1,false,K-5401,true,1Ltr x 1,true,1.1,true,1,true,1,true,Fertilizer,true,Bio Fertilizer,true,BK-493,true,displayName,,K-5401,K-5401,true
Fertilizer,Bio Fertilizer,K-5402,K-5401,BK-493,1Ltr x 3,Katyayani BACSIL SILICA SOLUBIZING BACTERIA 1Ltr x 3,3.3,3,3,,BACSIL SILICA SOLUBIZING BACTERIA 1Ltr x 3,false,K-5401,true,1Ltr x 3,true,3.3,true,3,true,3,true,Fertilizer,true,Bio Fertilizer,true,BK-493,true,displayName,,K-5401,K-5401,true
